Donation Indicator,Donation Frequency,Average Donation,Digital Engagement Score,Last Donation Recency,Donation Amount Predicted,Wealth Index,Event Participation,DonorID,axio_segment_number
True,14,54.05,68,1,69.04,89,High,5142,1
True,7,94.51,69,3,62.26,57,High,5143,1
True,7,81.73,70,1,63.01,75,Medium,5144,1
True,6,72.5,60,2,64.85,34,High,5145,1
True,7,58.51,93,2,75.37,71,Medium,5146,1
True,12,51.57,88,3,83.35,55,High,5147,1
True,7,61.15,67,0,60.74,67,Medium,5148,1
True,10,86.17,100,4,79.84,61,Medium,5149,1
True,7,51.85,93,3,68.28,75,Medium,5150,1
True,7,73.6,72,2,57.55,45,High,5151,1
True,8,79.26,68,4,67.76,29,Medium,5152,1
True,7,50.27,62,1,63.6,13,High,5153,1
True,6,52.65,97,5,57.37,39,High,5154,1
True,3,76.24,83,2,75.74,78,Low,5155,1
True,7,90.02,66,5,84.7,85,Medium,5156,1
True,3,66.1,84,1,173.84,28,Low,5157,1
True,10,79.06,84,2,57.93,63,Medium,5158,1
True,8,57.25,93,1,81.31,46,High,5159,1
True,8,97.11,79,5,54.5,97,Medium,5160,1
True,5,79.8,64,0,50.85,10,High,5161,1
True,9,57.82,86,2,68.22,6,Medium,5162,1
True,4,79.94,79,3,79.7,11,Low,5163,1
True,9,94.22,100,5,59.47,16,High,5164,1
True,7,71.04,77,2,101.31,37,High,5165,1
True,10,66.43,100,1,131.89,97,High,5166,1
True,4,50.89,85,1,59.93,24,Low,5167,1
True,6,55.98,85,2,98.02,72,Medium,5168,1
True,4,76.52,68,3,76.3,80,Low,5169,1
True,9,76.22,83,4,110.44,93,High,5170,1
True,7,81.96,83,3,142.24,91,High,5171,1
True,7,60.16,87,1,54.05,37,Medium,5172,1
True,6,65.03,72,5,63.36,100,Medium,5173,1
True,10,53.88,68,5,106.9,83,High,5174,1
True,4,63.3,89,1,56.09,9,Medium,5175,1
True,6,76.48,69,4,126.24,11,High,5176,1
True,6,84.68,74,2,67.87,94,Medium,5177,1
True,8,97.63,81,3,109.71,91,Medium,5178,1
True,8,56.17,89,2,133.99,37,High,5179,1
True,9,56.43,92,1,73.22,94,Medium,5180,1
True,10,69.52,71,2,57.37,58,Medium,5181,1
True,5,80.9,80,1,88.12,0,Medium,5182,1
True,6,62.04,72,1,81.77,98,High,5183,1
True,8,65.44,95,0,97.77,79,High,5184,1
True,9,67.25,92,3,182.64,46,Medium,5185,1
True,6,79.64,82,1,61.36,43,High,5186,1
True,6,76.31,85,2,96.69,11,High,5187,1
True,7,79.44,70,1,62.5,34,High,5188,1
True,8,57.4,76,3,110.59,6,Medium,5189,1
True,9,69.62,68,0,63.87,27,High,5190,1
True,9,88.28,81,4,50.57,38,Medium,5191,1
True,10,63.04,79,1,103.79,53,High,5192,1
True,6,64.9,74,4,73.49,26,Medium,5193,1
True,7,58.02,98,2,56.29,96,Medium,5194,1
True,6,50.79,63,3,70.2,35,Medium,5195,1
True,10,88.68,69,1,66.56,87,Medium,5196,1
True,10,86.6,92,3,158.1,6,High,5197,1
True,9,52.56,70,2,118.74,63,High,5198,1
True,7,77.26,68,1,57.57,21,High,5199,1
True,5,71.52,80,2,71.22,26,Low,5200,1
True,7,54.99,66,5,94.34,96,Medium,5201,1
True,7,93.8,70,5,50.32,3,High,5202,1
True,7,55.85,79,1,178.05,92,High,5203,1
True,13,86.36,71,4,69.74,71,High,5204,1
True,9,55.09,95,1,114.57,40,Medium,5205,1
True,8,55.44,66,1,101.58,87,High,5206,1
True,11,59.22,60,0,75.31,30,High,5207,1
True,10,70.86,77,1,56.73,78,Medium,5208,1
True,10,70.31,64,4,98.18,75,Medium,5209,1
True,7,59.44,65,4,50.64,8,Medium,5210,1
True,7,95.46,82,1,105.61,85,High,5211,1
True,10,97.13,62,2,107.28,38,High,5212,1
True,9,98.81,92,2,87.67,21,High,5213,1
True,5,58.67,65,2,93.21,96,Medium,5214,1
True,10,65.5,99,5,66.4,11,High,5215,1
True,13,96.75,100,3,134.62,65,High,5216,1
True,8,77.66,93,6,68.66,46,High,5217,1
True,4,62.22,89,1,58.69,81,Low,5218,1
True,8,90.63,91,4,62.3,70,High,5219,1
True,6,65.61,92,4,50.47,86,Medium,5220,1
True,14,63.82,83,6,108.72,92,High,5221,1
True,9,82.0,74,3,107.28,56,Medium,5222,1
True,6,78.45,97,5,99.9,86,High,5223,1
True,9,61.7,82,6,72.23,4,Medium,5224,1
True,5,58.57,90,3,201.71,42,Medium,5225,1
True,6,85.09,99,4,167.28,93,Medium,5226,1
True,12,93.11,63,3,76.92,68,High,5227,1
True,12,58.8,93,1,97.48,28,High,5228,1
True,6,89.75,93,0,56.3,3,High,5229,1
True,6,90.83,76,1,78.27,99,High,5230,1
True,6,61.73,67,5,92.18,77,Medium,5231,1
True,11,53.55,91,1,163.94,50,High,5232,1
True,4,53.14,75,2,108.41,77,Low,5233,1
True,8,59.74,69,6,85.14,29,Medium,5234,1
True,7,72.11,64,2,119.11,72,Medium,5235,1
True,10,50.58,66,1,128.0,88,High,5236,1
True,7,57.96,68,3,79.44,12,Medium,5237,1
True,7,92.85,77,3,75.93,36,High,5238,1
True,10,69.43,97,3,141.21,39,High,5239,1
True,10,65.71,96,0,60.74,4,Medium,5240,1
True,8,80.66,79,2,59.73,46,High,5241,1
True,13,57.1,74,5,53.92,49,High,5242,1
True,13,60.19,89,5,151.0,82,High,5243,1
True,8,61.33,83,2,80.68,46,Medium,5244,1
True,5,58.0,97,1,51.24,20,Medium,5245,1
True,7,88.53,76,3,131.3,94,High,5246,1
True,11,55.78,75,4,150.55,61,High,5247,1
True,4,89.83,63,5,71.97,74,Low,5248,1
True,5,95.27,64,2,61.07,3,Low,5249,1
True,7,88.87,69,2,90.39,16,Medium,5250,1
True,10,60.6,98,1,77.91,9,Medium,5251,1
True,10,86.73,92,1,73.91,74,High,5252,1
True,8,52.09,99,2,69.84,27,High,5253,1
True,11,74.95,74,1,72.12,89,High,5254,1
True,10,85.09,73,3,137.78,92,High,5255,1
True,9,57.88,99,2,97.96,92,High,5256,1
True,8,56.68,69,3,64.42,18,Medium,5257,1
True,6,79.32,88,2,65.19,44,Medium,5258,1
True,7,64.83,90,0,54.58,71,Medium,5259,1
True,5,55.76,72,2,53.49,3,High,5260,1
True,11,64.51,73,4,63.92,9,High,5261,1
True,12,94.05,60,5,101.6,23,High,5262,1
True,6,67.01,88,5,80.45,77,Medium,5263,1
True,7,84.48,94,5,70.96,97,High,5264,1
True,8,64.2,87,1,119.99,81,Medium,5265,1
True,10,74.36,70,3,53.34,39,Medium,5266,1
True,5,70.4,76,2,131.04,42,High,5267,1
True,6,83.19,96,2,52.97,96,Medium,5268,1
True,7,55.73,60,5,51.93,0,High,5269,1
True,10,72.05,88,5,144.49,73,Medium,5270,1
True,7,53.04,73,2,72.45,54,Medium,5271,1
True,10,53.19,82,4,50.86,58,High,5272,1
True,5,56.58,95,4,56.61,45,Low,5273,1
True,8,72.3,90,5,78.45,19,Medium,5274,1
True,10,74.27,98,3,67.34,36,Medium,5275,1
True,6,64.81,83,2,69.1,100,High,5276,1
True,8,51.69,83,4,57.75,82,Medium,5277,1
True,10,66.68,91,1,115.23,16,High,5278,1
True,13,92.34,90,3,57.04,10,High,5279,1
True,10,70.17,68,4,77.35,58,Medium,5280,1
True,6,61.21,86,3,78.74,78,Medium,5281,1
True,8,81.85,77,5,140.27,12,Medium,5282,1
True,7,87.9,70,2,104.56,31,High,5283,1
True,10,52.02,91,1,179.2,91,High,5284,1
True,6,94.05,86,6,94.37,84,Medium,5285,1
True,5,68.83,94,2,64.06,7,Low,5286,1
True,7,64.56,60,6,70.61,85,Medium,5287,1
True,7,56.76,67,2,118.95,40,Medium,5288,1
True,7,88.82,62,3,90.33,85,High,5289,1
True,6,88.21,97,4,100.62,1,High,5290,1
True,10,64.35,63,1,53.85,48,Medium,5291,1
True,12,61.25,71,3,262.19,84,High,5292,1
True,9,73.65,65,3,69.67,73,High,5293,1
True,10,69.27,62,3,172.08,99,High,5294,1
True,5,61.91,94,1,75.74,96,Medium,5295,1
True,10,65.36,88,5,123.24,95,High,5296,1
True,7,97.82,64,3,117.19,98,High,5297,1
True,9,78.38,75,5,109.86,11,Medium,5298,1
True,9,78.19,77,2,72.59,72,High,5299,1
True,3,96.12,72,4,54.74,20,Medium,5300,1
True,12,79.5,89,2,66.89,23,High,5301,1
True,5,50.01,63,4,190.01,88,Medium,5302,1
True,11,67.71,93,1,85.02,12,High,5303,1
True,12,82.47,62,3,110.91,59,High,5304,1
True,9,92.84,76,1,131.51,46,High,5305,1
True,8,56.5,86,4,51.57,22,High,5306,1
True,11,95.64,65,1,104.31,84,High,5307,1
True,7,63.64,68,2,51.34,78,High,5308,1
True,11,97.02,89,2,199.38,61,High,5309,1
True,8,77.8,63,5,176.37,94,High,5310,1
True,9,76.34,73,1,75.38,36,High,5311,1
True,8,63.94,100,3,54.86,57,High,5312,1
True,9,96.25,78,4,69.87,31,High,5313,1
True,9,85.9,63,0,85.18,54,High,5314,1
True,10,90.13,67,2,72.95,6,Medium,5315,1
True,6,74.19,67,5,259.76,66,High,5316,1
True,8,62.54,68,2,50.56,68,Medium,5317,1
True,10,62.69,64,0,58.01,40,Medium,5318,1
True,6,94.35,90,1,101.21,39,High,5319,1
True,14,74.23,78,4,50.83,66,High,5320,1
True,10,64.55,99,4,129.79,33,Medium,5321,1
True,11,82.48,67,2,102.03,46,High,5322,1
True,11,80.29,100,3,50.82,75,High,5323,1
True,11,87.9,69,3,65.89,8,High,5324,1
True,14,84.33,95,5,51.58,23,High,5325,1
True,6,90.93,75,3,171.25,69,Medium,5326,1
True,6,80.59,86,6,64.59,3,High,5327,1
True,10,81.84,90,2,143.07,76,Medium,5328,1
True,3,57.25,96,3,130.63,72,Low,5329,1
True,6,65.6,80,2,223.54,8,High,5330,1
True,10,96.63,65,4,70.65,84,High,5331,1
True,7,93.34,64,2,56.12,77,High,5332,1
True,6,73.67,71,1,60.59,20,Medium,5333,1
True,6,55.82,89,3,54.43,23,High,5334,1
True,9,69.57,94,0,200.7,34,Medium,5335,1
True,5,58.33,91,1,259.18,40,Medium,5336,1
True,7,53.55,94,1,315.5,42,Medium,5337,1
True,3,78.33,96,2,55.7,83,Medium,5338,1
True,6,69.86,83,4,51.29,54,High,5339,1
True,3,69.81,61,1,74.73,70,Medium,5340,1
True,13,60.16,79,2,153.03,5,High,5341,1
True,12,66.98,76,1,93.69,92,High,5342,1
True,14,85.28,70,5,159.4,50,High,5343,1
True,8,91.6,89,2,79.3,51,High,5344,1
True,12,51.55,72,2,57.08,20,High,5345,1
True,5,87.09,68,3,86.9,9,High,5346,1
True,9,62.66,79,1,78.43,20,Medium,5347,1
True,6,50.52,74,2,94.56,3,High,5348,1
True,8,51.43,98,2,129.21,80,High,5349,1
True,9,51.04,64,4,52.58,62,High,5350,1
True,11,74.59,83,0,53.84,53,High,5351,1
True,9,85.67,74,1,117.84,71,High,5352,1
True,8,69.13,83,0,73.26,8,High,5353,1
True,6,84.92,96,4,94.85,73,Medium,5354,1
True,10,69.36,67,3,62.48,84,High,5355,1
True,10,60.61,61,1,168.27,79,Medium,5356,1
True,10,64.67,91,1,144.56,10,High,5357,1
True,7,73.95,97,2,111.16,63,Medium,5358,1
True,5,96.41,67,2,77.04,28,Medium,5359,1
True,12,60.84,84,2,83.88,12,High,5360,1
True,4,78.17,76,1,115.48,5,Medium,5361,1
True,11,70.48,91,6,104.24,68,High,5362,1
True,10,90.4,87,2,56.07,69,Medium,5363,1
True,9,55.83,75,2,159.96,83,Medium,5364,1
True,8,88.53,85,1,111.36,60,Medium,5365,1
True,6,84.29,77,1,64.42,58,Medium,5366,1
True,9,70.96,96,5,55.43,98,High,5367,1
True,6,96.93,91,0,69.21,48,High,5368,1
True,7,78.72,64,3,227.79,73,High,5369,1
True,10,53.78,68,2,74.31,31,High,5370,1
True,5,54.11,86,6,114.68,97,High,5371,1
True,9,58.95,63,2,241.42,94,High,5372,1
True,3,70.0,97,4,94.03,91,Medium,5373,1
True,12,83.3,100,2,141.68,55,High,5374,1
True,5,61.8,79,5,99.2,96,High,5375,1
True,6,85.9,96,3,62.13,90,Medium,5376,1
True,6,90.73,82,2,125.95,37,High,5377,1
True,5,82.04,98,1,58.09,92,High,5378,1
True,7,65.18,71,5,100.17,33,High,5379,1
True,15,80.97,82,2,82.3,57,High,5380,1
True,6,68.13,74,4,59.87,76,High,5381,1
True,11,94.66,63,6,56.36,86,High,5382,1
True,4,77.29,79,6,57.12,57,Low,5383,1
True,6,57.58,60,1,155.74,45,High,5384,1
True,4,95.66,78,2,117.53,80,Medium,5385,1
True,5,90.46,61,2,205.43,33,High,5386,1
True,9,74.16,86,2,94.44,83,Medium,5387,1
True,6,96.33,85,3,73.34,24,High,5388,1
True,7,80.25,71,4,90.35,68,High,5389,1
True,10,62.41,65,3,87.63,14,High,5390,1
True,9,71.19,76,4,61.84,9,High,5391,1
True,6,64.24,89,5,115.17,33,Medium,5392,1
True,6,71.26,87,5,131.45,52,Medium,5393,1
True,6,54.75,85,6,69.03,78,Medium,5394,1
True,11,71.8,97,2,103.32,6,High,5395,1
True,10,55.45,77,2,108.74,93,Medium,5396,1
True,8,56.4,72,1,74.2,94,High,5397,1
True,11,69.61,98,4,86.98,9,High,5398,1
True,9,63.31,80,2,208.34,1,Medium,5399,1
True,7,70.74,67,4,80.07,24,High,5400,1
True,6,58.53,73,2,68.0,90,High,5401,1
True,7,57.8,87,2,62.97,52,Medium,5402,1
True,6,71.83,94,4,65.03,82,Medium,5403,1
True,4,93.15,82,4,52.81,69,Medium,5404,1
True,8,67.62,65,2,61.03,87,High,5405,1
True,11,70.07,91,3,169.5,60,High,5406,1
True,10,83.54,82,1,89.79,68,Medium,5407,1
True,12,82.47,94,1,53.72,2,High,5408,1
True,14,57.8,98,3,114.64,92,High,5409,1
True,10,57.16,61,2,94.65,26,Medium,5410,1
True,10,50.98,83,6,150.36,24,High,5411,1
True,5,65.6,84,3,54.34,73,Low,5412,1
True,6,72.75,79,2,52.91,14,Medium,5413,1
True,11,76.12,94,4,81.48,97,High,5414,1
True,10,75.52,69,3,98.37,46,Medium,5415,1
True,9,76.97,93,4,53.97,22,Medium,5416,1
True,6,86.19,82,5,96.73,100,High,5417,1
True,4,81.89,68,2,197.05,51,Low,5418,1
True,9,65.2,71,3,77.74,53,High,5419,1
True,4,80.27,92,3,83.07,16,Medium,5420,1
True,7,58.77,87,3,147.0,67,Medium,5421,1
True,6,77.91,90,5,122.49,26,Medium,5422,1
True,7,98.21,99,3,127.53,65,Medium,5423,1
True,6,70.24,62,3,55.13,3,High,5424,1
True,8,61.87,69,3,154.97,57,Medium,5425,1
True,9,87.83,63,5,138.44,82,Medium,5426,1
True,14,54.86,93,1,69.57,92,High,5427,1
True,7,75.3,72,4,128.95,60,High,5428,1
True,6,50.55,82,0,200.75,81,High,5429,1
True,10,53.01,84,3,66.66,92,Medium,5430,1
True,9,63.31,73,3,112.58,49,High,5431,1
True,13,50.64,87,1,57.01,51,High,5432,1
True,6,82.38,71,1,63.06,20,High,5433,1
True,8,82.67,87,4,63.16,17,High,5434,1
True,9,58.76,97,6,60.38,99,Medium,5435,1
True,9,89.18,61,4,102.56,78,Medium,5436,1
True,6,52.78,83,4,56.2,90,High,5437,1
True,7,96.75,68,3,131.89,25,Medium,5438,1
True,9,60.14,72,2,166.31,68,High,5439,1
True,7,92.64,76,4,172.83,58,High,5440,1
True,8,72.05,96,4,144.7,53,Medium,5441,1
True,4,62.44,76,3,71.69,39,Low,5442,1
True,10,65.96,86,0,50.85,23,Medium,5443,1
True,6,67.63,96,3,54.42,46,High,5444,1
True,12,69.1,63,1,253.76,28,High,5445,1
True,14,88.32,60,6,96.62,69,High,5446,1
True,10,78.94,67,2,60.99,6,Medium,5447,1
True,7,87.53,87,5,109.09,38,Medium,5448,1
True,10,54.21,80,1,166.22,55,Medium,5449,1
True,7,90.23,74,4,109.97,41,High,5450,1
True,7,58.95,88,6,142.2,43,High,5451,1
True,3,73.27,92,2,66.8,51,Low,5452,1
True,10,52.06,89,2,85.17,55,High,5453,1
True,6,90.41,62,1,64.89,16,Medium,5454,1
True,8,82.62,78,4,136.97,38,High,5455,1
True,10,68.2,83,0,72.14,51,Medium,5456,1
True,11,60.11,78,4,115.88,68,High,5457,1
True,6,72.95,90,4,55.22,56,Medium,5458,1
True,13,62.31,100,0,104.5,39,High,5459,1
True,8,67.89,70,1,54.04,97,High,5460,1
True,7,66.74,70,3,178.19,45,High,5461,1
True,6,67.12,91,3,91.6,72,Medium,5462,1
True,7,81.88,99,2,65.91,33,Medium,5463,1
True,4,57.24,86,1,87.61,1,Medium,5464,1
True,12,69.61,81,6,80.79,68,High,5465,1
True,6,61.27,70,4,102.96,88,High,5466,1
True,6,52.62,89,4,74.32,51,High,5467,1
True,11,59.04,97,2,90.08,64,High,5468,1
True,4,59.65,62,5,54.2,57,Medium,5469,1
True,9,90.53,71,1,81.7,83,High,5470,1
True,8,61.06,69,1,73.22,53,Medium,5471,1
True,14,87.91,77,1,93.32,65,High,5472,1
True,12,63.01,77,2,159.68,64,High,5473,1
True,10,80.66,90,3,68.05,24,High,5474,1
True,6,88.01,97,1,170.01,10,Medium,5475,1
True,6,60.52,94,2,109.48,75,High,5476,1
True,6,93.34,88,3,92.13,94,High,5477,1
True,7,95.2,77,4,51.17,30,High,5478,1
True,10,83.89,77,4,132.88,60,High,5479,1
True,5,73.65,87,4,149.19,83,Medium,5480,1
True,11,90.0,81,5,59.62,65,High,5481,1
True,13,81.96,92,5,214.5,66,High,5482,1
True,8,56.87,72,3,78.21,37,High,5483,1
True,10,56.19,74,2,175.16,48,Medium,5484,1
True,11,64.66,64,1,57.98,48,High,5485,1
True,9,90.91,66,5,62.18,94,Medium,5486,1
True,6,68.65,66,1,66.68,55,High,5487,1
True,13,56.7,98,2,152.14,54,High,5488,1
True,9,82.94,89,5,78.68,8,Medium,5489,1
True,7,62.65,94,6,58.77,88,Medium,5490,1
True,9,50.59,68,5,63.61,57,Medium,5491,1
True,10,69.3,67,2,67.49,86,High,5492,1
True,12,84.23,63,2,53.89,18,High,5493,1
True,7,93.34,76,5,59.93,22,High,5494,1
True,9,75.13,90,2,65.09,39,High,5495,1
True,8,59.01,63,2,57.09,25,High,5496,1
True,6,68.98,98,3,79.75,47,Medium,5497,1
True,9,70.99,64,4,79.65,90,High,5498,1
True,13,71.55,65,4,115.73,58,High,5499,1
True,6,97.68,70,6,74.85,95,High,5500,1
True,6,63.15,100,1,158.3,18,High,5501,1
True,6,91.6,88,1,52.16,89,Medium,5502,1
True,6,67.15,71,2,80.01,84,High,5503,1
True,11,98.65,60,4,51.28,46,High,5504,1
True,6,66.18,63,1,119.51,97,Medium,5505,1
True,5,59.69,100,1,60.79,6,Medium,5506,1
True,5,92.92,98,1,113.63,73,Low,5507,1
True,10,70.02,94,1,91.91,61,High,5508,1
True,8,89.81,66,3,82.13,45,High,5509,1
True,10,74.9,62,2,91.41,71,Medium,5510,1
True,11,94.17,92,1,79.7,96,High,5511,1
True,13,51.06,69,6,237.74,67,High,5512,1
True,6,80.47,84,2,56.79,79,High,5513,1
True,7,91.18,94,2,72.81,96,Medium,5514,1
True,12,74.31,61,1,71.33,91,High,5515,1
True,14,70.44,63,1,118.5,55,High,5516,1
True,6,62.57,66,5,147.89,12,High,5517,1
True,8,77.69,99,4,74.9,54,Medium,5518,1
True,7,89.42,74,3,80.59,43,Medium,5519,1
True,9,83.28,100,1,106.15,86,High,5520,1
True,16,63.9,93,6,81.71,30,High,5521,1
True,10,53.97,83,4,73.96,48,Medium,5522,1
True,6,84.81,97,1,75.81,94,High,5523,1
True,8,92.15,61,5,125.74,93,Medium,5524,1
True,13,85.21,77,2,89.58,84,High,5525,1
True,11,62.51,83,1,66.73,50,High,5526,1
True,8,69.74,82,1,112.05,99,High,5527,1
True,6,63.58,88,1,60.61,69,Medium,5528,1
True,9,65.65,74,3,130.68,73,Medium,5529,1
True,4,85.42,86,4,66.35,22,Low,5530,1
True,6,50.02,91,1,101.09,33,Medium,5531,1
True,8,51.58,86,3,62.74,9,Medium,5532,1
True,9,59.23,72,2,52.58,57,Medium,5533,1
True,9,85.11,81,6,72.63,2,Medium,5534,1
True,5,89.46,94,1,155.03,71,Low,5535,1
True,10,90.89,85,2,140.0,13,Medium,5536,1
True,7,90.44,61,6,68.41,44,High,5537,1
True,10,51.25,63,2,60.21,84,Medium,5538,1
True,6,60.07,81,3,71.35,34,Medium,5539,1
True,7,60.94,99,3,213.4,68,Medium,5540,1
True,10,91.55,65,5,56.0,75,Medium,5541,1
True,7,60.45,95,4,103.9,58,High,5542,1
True,5,64.16,76,1,97.27,100,Low,5543,1
True,6,89.44,85,3,135.17,46,Medium,5544,1
True,8,81.8,99,3,110.78,96,Medium,5545,1
True,6,77.14,75,1,68.0,77,High,5546,1
True,8,76.38,78,1,76.73,78,Medium,5547,1
True,6,70.8,70,2,52.57,3,High,5548,1
True,8,53.19,73,1,55.59,58,Medium,5549,1
True,6,90.33,100,3,53.2,32,Medium,5550,1
True,5,64.38,60,3,93.98,77,Medium,5551,1
True,8,91.07,84,1,63.57,92,High,5552,1
True,6,92.62,75,3,233.85,11,High,5553,1
True,11,90.39,71,1,70.29,94,High,5554,1
True,7,79.06,60,1,120.66,44,Medium,5555,1
True,7,66.21,67,4,123.54,68,Medium,5556,1
True,7,91.6,78,2,205.13,70,High,5557,1
True,8,58.11,98,4,80.86,22,Medium,5558,1
True,10,61.2,85,1,101.61,45,Medium,5559,1
True,10,97.98,90,3,52.52,22,Medium,5560,1
True,14,50.07,61,1,81.12,84,High,5561,1
True,6,59.54,83,4,53.89,92,Medium,5562,1
True,8,71.48,75,4,58.17,68,Medium,5563,1
True,7,84.91,95,5,145.11,2,High,5564,1
True,10,88.89,97,3,77.31,33,Medium,5565,1
True,6,89.22,99,1,58.58,26,Medium,5566,1
True,8,86.99,77,3,66.55,59,High,5567,1
True,8,54.89,81,5,95.19,32,High,5568,1
True,6,54.14,72,3,98.92,28,High,5569,1
True,11,55.86,90,2,105.67,27,High,5570,1
True,9,62.84,89,6,91.92,77,High,5571,1
True,8,78.67,95,3,92.5,21,High,5572,1
True,5,61.71,83,6,166.37,56,Low,5573,1
True,10,95.46,73,3,70.75,78,Medium,5574,1
True,7,58.76,61,1,56.46,46,High,5575,1
True,6,84.2,67,2,115.14,67,Medium,5576,1
True,10,93.28,84,2,114.3,31,High,5577,1
True,7,80.44,75,4,71.96,69,Medium,5578,1
True,9,65.33,66,3,107.65,35,High,5579,1
True,8,65.78,94,6,77.64,68,Medium,5580,1
True,7,60.86,72,5,129.22,7,High,5581,1
True,4,52.23,85,5,86.53,11,Low,5582,1
True,12,52.96,61,5,89.22,80,High,5583,1
True,8,58.44,77,6,56.83,55,High,5584,1
True,6,78.81,98,4,121.26,24,Medium,5585,1
True,9,92.22,96,1,88.25,92,Medium,5586,1
True,5,64.82,83,2,59.47,74,High,5587,1
True,9,66.95,79,3,80.73,40,High,5588,1
True,10,69.88,91,2,151.03,92,Medium,5589,1
True,7,61.99,79,3,72.07,38,Medium,5590,1
True,8,67.11,76,1,140.43,60,High,5591,1
True,14,55.62,81,1,60.8,95,High,5592,1
True,4,90.28,65,3,82.46,34,Low,5593,1
True,9,59.25,83,4,73.51,62,Medium,5594,1
True,4,81.31,76,2,56.3,20,Medium,5595,1
True,6,59.82,86,1,85.07,11,High,5596,1
True,10,75.61,81,1,50.35,53,Medium,5597,1
True,12,71.61,80,6,267.89,57,High,5598,1
True,6,79.86,94,2,138.32,30,Medium,5599,1
True,7,55.75,61,1,232.82,61,Medium,5600,1
True,10,59.48,81,2,98.27,100,Medium,5601,1
True,4,53.24,99,3,63.6,52,Medium,5602,1
True,10,71.95,71,3,82.66,100,Medium,5603,1
True,13,55.33,73,1,55.64,2,High,5604,1
True,7,86.71,79,1,64.18,17,Medium,5605,1
True,9,76.09,79,1,98.81,31,Medium,5606,1
True,7,79.83,74,1,147.41,53,Medium,5607,1
True,8,69.03,84,5,59.94,94,Medium,5608,1
True,6,61.2,94,5,125.41,40,High,5609,1
True,12,86.77,89,4,171.37,67,High,5610,1
True,7,73.26,66,3,107.07,53,High,5611,1
True,6,53.46,98,2,52.23,93,High,5612,1
True,6,56.58,82,2,158.26,79,High,5613,1
True,6,86.57,90,1,154.29,25,High,5614,1
True,10,87.23,75,5,94.58,87,Medium,5615,1
True,6,62.32,74,5,120.59,96,Medium,5616,1
True,11,53.85,85,3,117.51,43,High,5617,1
True,11,64.72,71,3,69.83,45,High,5618,1
True,6,66.28,64,5,108.22,67,High,5619,1
True,10,88.48,66,1,91.19,82,High,5620,1
True,6,56.9,72,1,56.75,62,Medium,5621,1
True,9,63.66,81,3,242.24,16,Medium,5622,1
True,10,73.75,61,5,78.3,32,High,5623,1
True,9,61.02,77,4,151.19,9,High,5624,1
True,9,84.87,92,1,93.73,22,Medium,5625,1
True,10,55.91,84,3,57.9,7,Medium,5626,1
True,9,63.72,64,3,53.61,71,Medium,5627,1
True,10,93.4,82,3,141.59,85,High,5628,1
True,11,59.28,75,5,174.87,50,High,5629,1
True,6,76.21,70,1,73.62,28,Medium,5630,1
True,7,57.96,79,4,133.41,26,Medium,5631,1
True,11,57.62,76,0,53.06,96,High,5632,1
True,7,70.65,84,2,68.56,14,High,5633,1
True,6,80.33,67,5,57.87,29,High,5634,1
True,5,50.69,71,2,91.3,78,High,5635,1
True,6,65.91,85,6,58.34,73,Medium,5636,1
True,10,63.18,93,3,99.42,68,Medium,5637,1
True,12,90.69,85,2,65.55,19,High,5638,1
True,6,60.36,64,3,51.46,53,Medium,5639,1
True,6,64.93,77,4,90.91,79,Medium,5640,1
True,11,60.95,96,5,53.62,31,High,5641,1
True,14,67.73,77,1,108.71,82,High,5642,1
True,6,55.57,86,1,62.79,37,High,5643,1
True,10,51.91,96,2,86.13,10,High,5644,1
True,6,55.88,63,4,75.81,30,High,5645,1
True,6,51.2,87,4,129.68,16,High,5646,1
True,6,70.14,80,6,57.34,89,Medium,5647,1
True,10,79.75,92,2,59.89,61,High,5648,1
True,9,87.95,71,2,59.75,76,High,5649,1
True,6,65.73,68,4,61.27,81,Medium,5650,1
True,10,62.16,63,6,77.59,89,High,5651,1
True,7,63.4,99,3,71.07,38,Medium,5652,1
True,6,72.78,99,5,138.56,2,Medium,5653,1
True,5,96.19,83,4,175.78,42,Low,5654,1
True,13,83.44,87,6,60.14,57,High,5655,1
True,6,55.86,69,2,64.88,88,High,5656,1
True,9,87.83,99,5,98.95,22,High,5657,1
True,8,91.53,92,2,80.59,90,High,5658,1
True,6,60.91,66,4,53.65,45,High,5659,1
True,5,79.85,65,1,87.13,13,Low,5660,1
True,10,76.33,62,4,90.77,52,High,5661,1
True,9,70.39,98,3,95.9,52,Medium,5662,1
True,9,60.0,88,5,85.64,83,High,5663,1
True,4,92.75,85,5,72.78,71,Medium,5664,1
True,6,76.3,86,3,57.9,78,High,5665,1
True,6,51.01,95,4,57.57,52,Medium,5666,1
True,8,56.7,80,5,115.07,67,Medium,5667,1
True,11,71.15,65,1,52.48,86,High,5668,1
True,10,98.72,78,1,96.82,37,Medium,5669,1
True,8,54.09,96,1,113.39,51,Medium,5670,1
True,4,56.13,64,5,55.95,33,Low,5671,1
True,3,77.91,73,3,57.65,60,Low,5672,1
True,10,74.82,79,1,118.54,89,High,5673,1
True,9,78.01,90,0,99.31,7,High,5674,1
True,13,72.96,96,3,55.25,90,High,5675,1
True,12,56.39,98,3,73.98,4,High,5676,1
True,7,59.8,74,6,68.11,0,Medium,5677,1
True,6,53.94,86,3,109.07,33,Medium,5678,1
True,9,88.3,88,5,141.15,65,High,5679,1
